AgentId;TimeStep;ID;DispatchedPowerInMWHperPlant
504;662256005;Auto_227;16.83999999997829
504;662256005;Auto_228;96.02999999999999
504;662256005;Auto_229;96.02999999999999
504;662256005;Auto_230;96.02999999999999
504;662256005;Auto_231;96.02999999999999
504;662256005;Auto_232;96.02999999999999
504;662256005;Auto_233;96.02999999999999
504;662256005;Auto_234;96.02999999999999
504;662256005;Auto_235;96.02999999999999
504;662256005;Auto_236;96.02999999999999
504;662256005;Auto_237;96.02999999999999
504;662256005;Auto_238;96.02999999999999
504;662256005;Auto_239;96.02999999999999
504;662256005;Auto_240;96.02999999999999
504;662256005;Auto_241;96.02999999999999
504;662256005;Auto_242;96.02999999999999
504;662256005;Auto_243;96.02999999999999
504;662256005;Auto_244;96.02999999999999
504;662256005;Auto_245;96.02999999999999
504;662256005;Auto_246;96.02999999999999
504;662256005;Auto_247;96.02999999999999
504;662256005;Auto_248;96.02999999999999
504;662256005;Auto_249;96.02999999999999
504;662256005;Auto_250;96.02999999999999
504;662256005;Auto_251;96.02999999999999
504;662256005;Auto_252;96.02999999999999
504;662256005;Auto_253;96.02999999999999
504;662256005;Auto_254;96.02999999999999
504;662256005;Auto_255;96.02999999999999
504;662256005;Auto_256;96.02999999999999
504;662256005;Auto_257;96.02999999999999
504;662256005;Auto_258;96.02999999999999
504;662256005;Auto_259;96.02999999999999
504;662256005;Auto_260;96.02999999999999
504;662256005;Auto_261;96.02999999999999
504;662256005;Auto_262;96.02999999999999
504;662256005;Auto_263;96.02999999999999
504;662256005;Auto_264;96.02999999999999
504;662256005;Auto_265;96.02999999999999
504;662256005;Auto_266;96.02999999999999
504;662256005;Auto_267;96.02999999999999
504;662256005;Auto_268;96.02999999999999
504;662256005;Auto_269;96.02999999999999
504;662256005;Auto_270;96.02999999999999
504;662256005;Auto_271;96.02999999999999
504;662256005;Auto_272;96.02999999999999
504;662256005;Auto_273;96.02999999999999
504;662256005;Auto_274;96.02999999999999
504;662256005;Auto_275;96.02999999999999
504;662256005;Auto_276;96.02999999999999
504;662256005;Auto_277;96.02999999999999
504;662256005;Auto_278;96.02999999999999
504;662256005;Auto_279;96.02999999999999
504;662256005;Auto_280;96.02999999999999
504;662256005;Auto_281;96.02999999999999
504;662256005;Auto_282;96.02999999999999
504;662256005;Auto_283;96.02999999999999
504;662256005;Auto_284;96.02999999999999
504;662256005;Auto_285;96.02999999999999
504;662256005;Auto_286;96.02999999999999
504;662256005;Auto_287;96.02999999999999
504;662256005;Auto_288;96.02999999999999
504;662256005;Auto_289;96.02999999999999
504;662256005;Auto_290;96.02999999999999
504;662256005;Auto_291;96.02999999999999
504;662256005;Auto_292;96.02999999999999
504;662256005;Auto_293;96.02999999999999
504;662256005;Auto_294;96.02999999999999
504;662256005;Auto_295;96.02999999999999
504;662256005;Auto_296;96.02999999999999
504;662256005;Auto_297;96.02999999999999
504;662256005;Auto_298;96.02999999999999
504;662256005;Auto_299;96.02999999999999
504;662259605;Auto_244;84.3499999999842
504;662259605;Auto_245;96.02999999999999
504;662259605;Auto_246;96.02999999999999
504;662259605;Auto_247;96.02999999999999
504;662259605;Auto_248;96.02999999999999
504;662259605;Auto_249;96.02999999999999
504;662259605;Auto_250;96.02999999999999
504;662259605;Auto_251;96.02999999999999
504;662259605;Auto_252;96.02999999999999
504;662259605;Auto_253;96.02999999999999
504;662259605;Auto_254;96.02999999999999
504;662259605;Auto_255;96.02999999999999
504;662259605;Auto_256;96.02999999999999
504;662259605;Auto_257;96.02999999999999
504;662259605;Auto_258;96.02999999999999
504;662259605;Auto_259;96.02999999999999
504;662259605;Auto_260;96.02999999999999
504;662259605;Auto_261;96.02999999999999
504;662259605;Auto_262;96.02999999999999
504;662259605;Auto_263;96.02999999999999
504;662259605;Auto_264;96.02999999999999
504;662259605;Auto_265;96.02999999999999
504;662259605;Auto_266;96.02999999999999
504;662259605;Auto_267;96.02999999999999
504;662259605;Auto_268;96.02999999999999
504;662259605;Auto_269;96.02999999999999
504;662259605;Auto_270;96.02999999999999
504;662259605;Auto_271;96.02999999999999
504;662259605;Auto_272;96.02999999999999
504;662259605;Auto_273;96.02999999999999
504;662259605;Auto_274;96.02999999999999
504;662259605;Auto_275;96.02999999999999
504;662259605;Auto_276;96.02999999999999
504;662259605;Auto_277;96.02999999999999
504;662259605;Auto_278;96.02999999999999
504;662259605;Auto_279;96.02999999999999
504;662259605;Auto_280;96.02999999999999
504;662259605;Auto_281;96.02999999999999
504;662259605;Auto_282;96.02999999999999
504;662259605;Auto_283;96.02999999999999
504;662259605;Auto_284;96.02999999999999
504;662259605;Auto_285;96.02999999999999
504;662259605;Auto_286;96.02999999999999
504;662259605;Auto_287;96.02999999999999
504;662259605;Auto_288;96.02999999999999
504;662259605;Auto_289;96.02999999999999
504;662259605;Auto_290;96.02999999999999
504;662259605;Auto_291;96.02999999999999
504;662259605;Auto_292;96.02999999999999
504;662259605;Auto_293;96.02999999999999
504;662259605;Auto_294;96.02999999999999
504;662259605;Auto_295;96.02999999999999
504;662259605;Auto_296;96.02999999999999
504;662259605;Auto_297;96.02999999999999
504;662259605;Auto_298;96.02999999999999
504;662259605;Auto_299;96.02999999999999
504;662263205;Auto_252;49.58999999998353
504;662263205;Auto_253;96.02999999999999
504;662263205;Auto_254;96.02999999999999
504;662263205;Auto_255;96.02999999999999
504;662263205;Auto_256;96.02999999999999
504;662263205;Auto_257;96.02999999999999
504;662263205;Auto_258;96.02999999999999
504;662263205;Auto_259;96.02999999999999
504;662263205;Auto_260;96.02999999999999
504;662263205;Auto_261;96.02999999999999
504;662263205;Auto_262;96.02999999999999
504;662263205;Auto_263;96.02999999999999
504;662263205;Auto_264;96.02999999999999
504;662263205;Auto_265;96.02999999999999
504;662263205;Auto_266;96.02999999999999
504;662263205;Auto_267;96.02999999999999
504;662263205;Auto_268;96.02999999999999
504;662263205;Auto_269;96.02999999999999
504;662263205;Auto_270;96.02999999999999
504;662263205;Auto_271;96.02999999999999
504;662263205;Auto_272;96.02999999999999
504;662263205;Auto_273;96.02999999999999
504;662263205;Auto_274;96.02999999999999
504;662263205;Auto_275;96.02999999999999
504;662263205;Auto_276;96.02999999999999
504;662263205;Auto_277;96.02999999999999
504;662263205;Auto_278;96.02999999999999
504;662263205;Auto_279;96.02999999999999
504;662263205;Auto_280;96.02999999999999
504;662263205;Auto_281;96.02999999999999
504;662263205;Auto_282;96.02999999999999
504;662263205;Auto_283;96.02999999999999
504;662263205;Auto_284;96.02999999999999
504;662263205;Auto_285;96.02999999999999
504;662263205;Auto_286;96.02999999999999
504;662263205;Auto_287;96.02999999999999
504;662263205;Auto_288;96.02999999999999
504;662263205;Auto_289;96.02999999999999
504;662263205;Auto_290;96.02999999999999
504;662263205;Auto_291;96.02999999999999
504;662263205;Auto_292;96.02999999999999
504;662263205;Auto_293;96.02999999999999
504;662263205;Auto_294;96.02999999999999
504;662263205;Auto_295;96.02999999999999
504;662263205;Auto_296;96.02999999999999
504;662263205;Auto_297;96.02999999999999
504;662263205;Auto_298;96.02999999999999
504;662263205;Auto_299;96.02999999999999
504;662266805;Auto_265;70.97999999998159
504;662266805;Auto_266;96.02999999999999
504;662266805;Auto_267;96.02999999999999
504;662266805;Auto_268;96.02999999999999
504;662266805;Auto_269;96.02999999999999
504;662266805;Auto_270;96.02999999999999
504;662266805;Auto_271;96.02999999999999
504;662266805;Auto_272;96.02999999999999
504;662266805;Auto_273;96.02999999999999
504;662266805;Auto_274;96.02999999999999
504;662266805;Auto_275;96.02999999999999
504;662266805;Auto_276;96.02999999999999
504;662266805;Auto_277;96.02999999999999
504;662266805;Auto_278;96.02999999999999
504;662266805;Auto_279;96.02999999999999
504;662266805;Auto_280;96.02999999999999
504;662266805;Auto_281;96.02999999999999
504;662266805;Auto_282;96.02999999999999
504;662266805;Auto_283;96.02999999999999
504;662266805;Auto_284;96.02999999999999
504;662266805;Auto_285;96.02999999999999
504;662266805;Auto_286;96.02999999999999
504;662266805;Auto_287;96.02999999999999
504;662266805;Auto_288;96.02999999999999
504;662266805;Auto_289;96.02999999999999
504;662266805;Auto_290;96.02999999999999
